Student_ID,Semester,Previous_Exam_Marks,Internal_Test_Marks,Assignment_Score,Quiz_Score,Attendance_Percentage,Class_Participation,Average,Improvement,Predicted_Category,Next_Year_Category
S1896,5,38.1,47.9,27.9,25.1,51,39.4,38.23,9.8,Slow Learner,Average Learner
S1896,6,23.2,25.2,38.6,45.8,50.4,37.6,36.8,2,Slow Learner,Slow Learner
S1897,1,73,75.1,83.8,79.6,81,85.7,79.7,2.1,Fast Learner,Fast Learner
S1897,2,60.2,59.7,65.6,51.1,60.6,64.9,60.35,-0.5,Average Learner,Average Learner
S1897,3,39.4,35.9,40.6,46.9,34.4,42.1,39.88,-3.5,Slow Learner,Slow Learner
S1897,4,36,26.4,30,38.5,22.1,31.2,30.7,-9.6,Slow Learner,Slow Learner
S1897,5,69.2,59,70.8,66.5,53.9,66.9,64.38,-10.2,Average Learner,Average Learner
S1897,6,84.1,95.2,78.5,69.9,80,96.4,84.02,11.1,Fast Learner,Fast Learner
S1898,1,65,57.1,58.7,59.4,59.9,55,59.18,-7.9,Average Learner,Average Learner
S1898,2,59.9,61.3,51.5,52.4,58.3,62,57.57,1.4,Average Learner,Average Learner
S1898,3,55.2,68.7,72.3,53.4,68.2,48,60.97,13.5,Average Learner,Fast Learner
S1898,4,41.2,39.8,44,33.8,33.5,43.1,39.23,-1.4,Slow Learner,Slow Learner
S1898,5,44.2,39.5,40.3,35.1,41.8,48.9,41.63,-4.7,Slow Learner,Slow Learner
S1898,6,53.9,63.5,58.1,68.2,67.8,49.6,60.18,9.6,Average Learner,Fast Learner
S1899,1,94.9,74.8,89.5,74.5,95.5,77.2,84.4,-20.1,Fast Learner,Fast Learner
S1899,2,71.2,68.9,91.3,74.1,76.1,98.2,79.97,-2.3,Fast Learner,Fast Learner
S1899,3,75.2,86.2,91,84.1,84.8,78,83.22,11,Fast Learner,Fast Learner
S1899,4,88.1,87.2,95.8,70.9,75.9,84.1,83.67,-0.9,Fast Learner,Fast Learner
S1899,5,95.9,79.9,85.5,77.1,76.3,92.2,84.48,-16,Fast Learner,Fast Learner
S1899,6,65,46.8,70.7,62.8,54.7,61.7,60.28,-18.2,Average Learner,Average Learner
S1900,1,78.4,90.4,74.5,73,93.5,95.9,84.28,12,Fast Learner,Fast Learner
S1900,2,98.5,76,89.9,88,69.1,72.5,82.33,-22.5,Fast Learner,Fast Learner
S1900,3,93.4,83.2,95.4,84.4,90.8,89.9,89.52,-10.2,Fast Learner,Fast Learner
S1900,4,92.8,84.4,96.6,89.8,90.8,83.6,89.67,-8.4,Fast Learner,Fast Learner
S1900,5,73.1,85.6,89.1,100,73.8,96.1,86.28,12.5,Fast Learner,Fast Learner
S1900,6,78.2,81.5,71,74.8,99.5,93,83,3.3,Fast Learner,Fast Learner
S1901,1,34.7,20.8,39.1,36.7,29.1,45.5,34.32,-13.9,Slow Learner,Slow Learner
S1901,2,51.1,35.6,20.1,47.9,32.8,52.5,40,-15.5,Slow Learner,Slow Learner
S1901,3,49.7,36.2,24.4,28.4,44.6,47.6,38.48,-13.5,Slow Learner,Slow Learner
S1901,4,65.1,48,65.4,67.5,62.9,51,59.98,-17.1,Average Learner,Average Learner
S1901,5,64.6,55.8,71.1,67.3,55.4,55.5,61.62,-8.8,Average Learner,Average Learner
S1901,6,67.3,66.5,70,51.6,67.1,52.7,62.53,-0.8,Average Learner,Average Learner
S1902,1,69.8,54.8,56.3,56.4,55.2,51.3,57.3,-15,Average Learner,Average Learner
S1902,2,58.4,57.1,65.3,68.1,53.1,54.9,59.48,-1.3,Average Learner,Average Learner
S1902,3,56,67.4,48.9,58.3,59.2,54.9,57.45,11.4,Average Learner,Fast Learner
S1902,4,38.5,23,45.2,36.4,20.8,35.8,33.28,-15.5,Slow Learner,Slow Learner
S1902,5,70.9,52.5,65.9,50.9,57.3,58.6,59.35,-18.4,Average Learner,Average Learner
S1902,6,72.8,65.4,67.2,58.8,68.9,54.1,64.53,-7.4,Average Learner,Average Learner
S1903,1,80.2,95.8,76.7,90,77.3,75.1,82.52,15.6,Fast Learner,Fast Learner
S1903,2,76.8,93.5,100,84.2,74,95.8,87.38,16.7,Fast Learner,Fast Learner
S1903,3,93.1,79,94.7,80.7,87.2,86.1,86.8,-14.1,Fast Learner,Fast Learner
S1903,4,51.1,66.5,57.7,67.3,58.7,61.4,60.45,15.4,Average Learner,Fast Learner
S1903,5,25.5,39.4,48,34.2,24.8,50.7,37.1,13.9,Slow Learner,Average Learner
S1903,6,43,50.6,28.8,43.8,33.8,29.4,38.23,7.6,Slow Learner,Average Learner
S1904,1,68.1,51.1,56.8,61.4,65.7,69.5,62.1,-17,Average Learner,Average Learner
S1904,2,25.8,40.7,36.8,39,48.7,28.9,36.65,14.9,Slow Learner,Average Learner
S1904,3,31.8,19.1,48.2,34.5,34.8,43.5,35.32,-12.7,Slow Learner,Slow Learner
S1904,4,70.5,66.1,57.9,50,56.4,47.1,58,-4.4,Average Learner,Average Learner
S1904,5,31.3,48.3,42.4,45.3,40.2,40.9,41.4,17,Slow Learner,Average Learner
S1904,6,36.4,30.2,44.5,47,45.9,40.8,40.8,-6.2,Slow Learner,Slow Learner
S1905,1,41.5,28.6,38.9,39.2,25.8,41.5,35.92,-12.9,Slow Learner,Slow Learner
S1905,2,35.4,39.7,30.8,45.6,38.5,37.7,37.95,4.3,Slow Learner,Slow Learner
S1905,3,46.6,18.9,23.8,33.4,41,39.4,33.85,-27.7,Slow Learner,Slow Learner
S1905,4,22.1,50.5,41,50.2,25.9,50.1,39.97,28.4,Slow Learner,Average Learner
S1905,5,38.3,30.9,35.2,25.6,40.7,33.6,34.05,-7.4,Slow Learner,Slow Learner
S1905,6,58.1,56.1,70.1,58.4,55.7,69.4,61.3,-2,Average Learner,Average Learner
S1906,1,46.4,23.2,38.4,26.9,33.8,43.2,35.32,-23.2,Slow Learner,Slow Learner
S1906,2,36.8,52.5,26.9,39,27.6,47,38.3,15.7,Slow Learner,Average Learner
S1906,3,29.7,41.3,39.2,34.4,46.2,42.8,38.93,11.6,Slow Learner,Average Learner
S1906,4,22.4,27.3,24.3,22.8,41.1,26.9,27.47,4.9,Slow Learner,Slow Learner
S1906,5,57.7,48.2,67.4,61.3,51.9,49.9,56.07,-9.5,Average Learner,Average Learner
S1906,6,57.7,64.5,59,62.9,69.5,62.5,62.68,6.8,Average Learner,Average Learner
S1907,1,51.1,24.2,41.8,33.7,38.6,33.3,37.12,-26.9,Slow Learner,Slow Learner
S1907,2,35.5,51,21.3,50.8,21.8,35,35.9,15.5,Slow Learner,Average Learner
S1907,3,39.1,37.9,37.1,42.5,25.2,24.7,34.42,-1.2,Slow Learner,Slow Learner
S1907,4,61.2,61.4,52.5,62.2,66.3,56.5,60.02,0.2,Average Learner,Average Learner
S1907,5,73,90.9,80.6,80.6,84.7,91.4,83.53,17.9,Fast Learner,Fast Learner
S1907,6,100,83.7,95.9,72.7,81.5,75.8,84.93,-16.3,Fast Learner,Fast Learner
S1908,1,66.5,71.7,55.8,64.2,69.1,71.6,66.48,5.2,Average Learner,Average Learner
S1908,2,53.8,63.3,64.6,59.3,54.5,53.9,58.23,9.5,Average Learner,Fast Learner
S1908,3,47.3,56.2,51.1,49.3,49.2,69.4,53.75,8.9,Average Learner,Fast Learner
S1908,4,59.7,48.5,60.1,64.7,57.1,68.4,59.75,-11.2,Average Learner,Average Learner
S1908,5,55.2,49.7,57.5,70.9,72.3,48.9,59.08,-5.5,Average Learner,Average Learner
S1908,6,70.9,50,59.9,53.1,48.9,63.5,57.72,-20.9,Average Learner,Average Learner
S1909,1,76.8,92.7,97.6,70.2,79.6,87.5,84.07,15.9,Fast Learner,Fast Learner
S1909,2,87.3,92.3,96.3,79.1,91.6,73,86.6,5,Fast Learner,Fast Learner
S1909,3,91.5,98.4,98.3,76.9,86.5,98,91.6,6.9,Fast Learner,Fast Learner
S1909,4,70.6,83.8,94,77.9,77.3,95.2,83.13,13.2,Fast Learner,Fast Learner
S1909,5,46.9,61,65.3,61.6,47.5,56.6,56.48,14.1,Average Learner,Fast Learner
S1909,6,27.3,38.8,21.2,39.6,37.1,31,32.5,11.5,Slow Learner,Average Learner
S1910,1,23.8,30.8,31,46.2,37.5,21.8,31.85,7,Slow Learner,Average Learner
S1910,2,29.6,41.8,39.7,26,38.2,45.2,36.75,12.2,Slow Learner,Average Learner
S1910,3,37.1,23.2,38.3,36.9,38.3,46.4,36.7,-13.9,Slow Learner,Slow Learner
S1910,4,26.8,29.8,45.3,21.8,47.6,42.1,35.57,3,Slow Learner,Slow Learner
S1910,5,30.5,40.6,28.2,47.9,24.2,40.4,35.3,10.1,Slow Learner,Average Learner
S1910,6,66.9,58.1,53.6,59.3,57.8,68.1,60.63,-8.8,Average Learner,Average Learner
S1911,1,55.9,53.5,68.3,68.6,60,60.3,61.1,-2.4,Average Learner,Average Learner
S1911,2,56.8,61,55.2,69.8,67.4,70.2,63.4,4.2,Average Learner,Average Learner
S1911,3,99.8,85.6,92.5,74.5,88.3,80.3,86.83,-14.2,Fast Learner,Fast Learner
S1911,4,96.2,85.2,81.5,82.9,88.9,79,85.62,-11,Fast Learner,Fast Learner
S1911,5,98.9,82.5,81.7,94.2,88.3,87.2,88.8,-16.4,Fast Learner,Fast Learner
S1911,6,79.6,92.9,100,86.6,91.3,69.8,86.7,13.3,Fast Learner,Fast Learner
S1912,1,64.3,65.8,52.4,66.1,70.8,52.1,61.92,1.5,Average Learner,Average Learner
S1912,2,68.5,55.7,51.6,70.4,66.8,49.2,60.37,-12.8,Average Learner,Average Learner
S1912,3,27.9,49.5,21.3,43.8,30,25.4,32.98,21.6,Slow Learner,Average Learner
S1912,4,51.3,21.4,45.5,49.3,29.8,33.6,38.48,-29.9,Slow Learner,Slow Learner
S1912,5,27.6,52.5,50.5,46.9,47.8,36.3,43.6,24.9,Slow Learner,Average Learner
S1912,6,45.6,36.6,41,40,42.3,34.3,39.97,-9,Slow Learner,Slow Learner
S1913,1,40.8,39.3,34.4,21.8,47.6,45.1,38.17,-1.5,Slow Learner,Slow Learner
S1913,2,31.5,46.1,32.6,30.8,29.1,25.5,32.6,14.6,Slow Learner,Average Learner
S1913,3,45.3,26.8,27.7,37.9,34.9,40,35.43,-18.5,Slow Learner,Slow Learner
S1913,4,51.9,32.4,47.6,42.3,48.1,31.7,42.33,-19.5,Slow Learner,Slow Learner
S1913,5,23.5,24.1,52.1,39.1,35.2,27.8,33.63,0.6,Slow Learner,Slow Learner
S1913,6,34.9,42.7,24.6,34.2,30.6,36.4,33.9,7.8,Slow Learner,Average Learner
S1914,1,51.8,26.5,38.7,46.9,27,49.9,40.13,-25.3,Slow Learner,Slow Learner
S1914,2,51.6,43.7,37.7,32.6,45.4,38.1,41.52,-7.9,Slow Learner,Slow Learner
S1914,3,26.9,34.2,31.7,26.9,38.1,42.1,33.32,7.3,Slow Learner,Average Learner
S1914,4,59.9,49.6,55,56.9,55.1,61.5,56.33,-10.3,Average Learner,Average Learner
S1914,5,76.1,95.7,96.2,76.2,74.7,73.6,82.08,19.6,Fast Learner,Fast Learner
S1914,6,52.5,49.2,57,62.5,67.9,55.4,57.42,-3.3,Average Learner,Average Learner
S1915,1,42.4,23.8,34.6,22.6,42.3,44.3,35,-18.6,Slow Learner,Slow Learner
S1915,2,22.8,31.6,46,28.4,39.1,25.7,32.27,8.8,Slow Learner,Average Learner
S1915,3,46.1,26.4,34,33.6,30.8,46.5,36.23,-19.7,Slow Learner,Slow Learner
S1915,4,30.6,32.1,42.9,44.1,44.6,36.1,38.4,1.5,Slow Learner,Slow Learner
S1915,5,49.9,27.4,22,21,43.3,44.4,34.67,-22.5,Slow Learner,Slow Learner
S1915,6,36.8,25.1,29.1,39.1,32.2,29.7,32,-11.7,Slow Learner,Slow Learner
S1916,1,49,65.2,66.8,49.6,49.2,59.6,56.57,16.2,Average Learner,Fast Learner
S1916,2,56.1,69.2,68,52.6,50.9,57.2,59,13.1,Average Learner,Fast Learner
S1916,3,60.1,66,63,71.1,50.2,53.1,60.58,5.9,Average Learner,Average Learner
S1916,4,49.3,56.6,71.4,67.8,53.1,58.9,59.52,7.3,Average Learner,Average Learner
S1916,5,56,63.7,68.6,54.4,65.6,68.6,62.82,7.7,Average Learner,Average Learner
S1916,6,91.3,90.8,72.8,75.3,73.7,78.7,80.43,-0.5,Fast Learner,Fast Learner
S1917,1,74.4,98.5,90.7,89,94.4,72.1,86.52,24.1,Fast Learner,Fast Learner
S1917,2,70.1,90.9,73.7,71.2,74.3,70.9,75.18,20.8,Fast Learner,Fast Learner
S1917,3,81,98.4,76.7,76.4,73.8,87.1,82.23,17.4,Fast Learner,Fast Learner
S1917,4,98.8,75.5,72.1,97.5,93.3,78.8,86,-23.3,Fast Learner,Fast Learner
S1917,5,89.3,97.1,90.9,86.2,86.3,88.8,89.77,7.8,Fast Learner,Fast Learner
S1917,6,97.5,89.7,81.8,74.3,72.1,82.8,83.03,-7.8,Fast Learner,Fast Learner
S1918,1,73.5,80.4,72.2,79.2,72.7,85.9,77.32,6.9,Fast Learner,Fast Learner
S1918,2,62.6,49.9,49,68.3,49.1,69.2,58.02,-12.7,Average Learner,Average Learner
S1918,3,58.1,65.1,67.7,60.6,72.3,66.5,65.05,7,Average Learner,Average Learner
S1918,4,84.4,77.1,94.6,91.9,84.9,84.4,86.22,-7.3,Fast Learner,Fast Learner
S1918,5,93.2,81.9,84.1,77.1,90.2,91.7,86.37,-11.3,Fast Learner,Fast Learner
S1918,6,93.3,89,75.1,77.4,69.2,84.6,81.43,-4.3,Fast Learner,Fast Learner
S1919,1,49.2,50.3,54.6,66.8,61.1,51.3,55.55,1.1,Average Learner,Average Learner
S1919,2,71.3,56.6,70.9,68.2,57.5,61.8,64.38,-14.7,Average Learner,Average Learner
S1919,3,64.9,62.9,53.2,62.1,67.9,54.5,60.92,-2,Average Learner,Average Learner
S1919,4,55,67.9,71.2,70.6,50.5,69.9,64.18,12.9,Average Learner,Fast Learner
S1919,5,70.9,61.6,66.2,51.9,67.3,52.1,61.67,-9.3,Average Learner,Average Learner
S1919,6,56.6,72.4,61.3,53.3,52.1,58.1,58.97,15.8,Average Learner,Fast Learner
S1920,1,97.4,99.9,82.3,96.5,94.8,87.5,93.07,2.5,Fast Learner,Fast Learner
S1920,2,99.9,80.7,81,85.6,92.1,84.8,87.35,-19.2,Fast Learner,Fast Learner
S1920,3,90.4,82.1,90.2,89.9,71.9,83.4,84.65,-8.3,Fast Learner,Fast Learner
S1920,4,93.9,87.1,88.3,89.1,87,81.5,87.82,-6.8,Fast Learner,Fast Learner
S1920,5,91.1,83.6,93.2,90.1,77.4,75.3,85.12,-7.5,Fast Learner,Fast Learner
S1920,6,92.4,92.1,71.7,92,73.6,87.6,84.9,-0.3,Fast Learner,Fast Learner
S1921,1,26.7,37.3,37.9,44.2,47.1,47,40.03,10.6,Slow Learner,Average Learner
S1921,2,69,54.9,57.8,58.2,62.9,46.7,58.25,-14.1,Average Learner,Average Learner
S1921,3,20.5,43.7,47.8,34.3,29.8,24.6,33.45,23.2,Slow Learner,Average Learner
S1921,4,26,38.4,38.1,40.1,26.2,30,33.13,12.4,Slow Learner,Average Learner
S1921,5,52.7,39.5,33.3,28.6,25.5,30.4,35,-13.2,Slow Learner,Slow Learner
S1921,6,29.5,29.5,27.1,41.7,37,33.4,33.03,0,Slow Learner,Slow Learner
S1922,1,47,29.3,40.2,28.9,46.1,49.4,40.15,-17.7,Slow Learner,Slow Learner
S1922,2,65.4,70,67.7,69.1,57.7,62.2,65.35,4.6,Average Learner,Average Learner
S1922,3,58.6,54.9,49.4,66.4,56.2,67.7,58.87,-3.7,Average Learner,Average Learner
S1922,4,53.2,59.9,64.5,48.9,66.5,52.8,57.63,6.7,Average Learner,Average Learner
S1922,5,67.6,47.9,68.6,55.7,72.6,66.9,63.22,-19.7,Average Learner,Average Learner
S1922,6,58.1,67.8,50.9,55.9,51.5,62.8,57.83,9.7,Average Learner,Fast Learner
S1923,1,49.2,38.9,42.6,50.9,42.8,51.6,46,-10.3,Slow Learner,Slow Learner
S1923,2,50.7,23.5,39.8,31.5,39.3,23.7,34.75,-27.2,Slow Learner,Slow Learner
S1923,3,28.1,48.9,51.3,26.2,25.9,26.7,34.52,20.8,Slow Learner,Average Learner
S1923,4,47.6,41.6,48.7,40,24.7,32.7,39.22,-6,Slow Learner,Slow Learner
S1923,5,22.8,28.1,30.3,38.9,27.3,48.6,32.67,5.3,Slow Learner,Average Learner
S1923,6,69.6,56.9,60.3,53.5,64.1,72.2,62.77,-12.7,Average Learner,Average Learner
S1924,1,38.9,23.2,29.1,29.7,25.8,29.5,29.37,-15.7,Slow Learner,Slow Learner
S1924,2,38.1,31.8,35.5,34,32.9,20.4,32.12,-6.3,Slow Learner,Slow Learner
S1924,3,36.6,52.8,29.9,34.5,31.1,32.9,36.3,16.2,Slow Learner,Average Learner
S1924,4,39,28.7,29.7,41.2,22.1,24.2,30.82,-10.3,Slow Learner,Slow Learner
S1924,5,60.6,69.2,56.7,61,68.3,55.8,61.93,8.6,Average Learner,Fast Learner
S1924,6,54.1,52.3,50.4,48.8,66.9,71.8,57.38,-1.8,Average Learner,Average Learner
S1925,1,97.6,99.4,72.1,74.3,98.4,86.8,88.1,1.8,Fast Learner,Fast Learner
S1925,2,82.2,78.4,87.5,93.3,70.9,98.7,85.17,-3.8,Fast Learner,Fast Learner
S1925,3,78.1,72.6,81.3,75.3,90.5,73.3,78.52,-5.5,Fast Learner,Fast Learner
S1925,4,88,92.8,96.7,79,73.4,79.5,84.9,4.8,Fast Learner,Fast Learner
S1925,5,99.2,80.8,74.3,73.1,74.1,84.1,80.93,-18.4,Fast Learner,Fast Learner
S1925,6,50.3,63.6,62.8,61,60,65.4,60.52,13.3,Average Learner,Fast Learner
S1926,1,38.3,47.3,41,26.7,37.1,41.1,38.58,9,Slow Learner,Average Learner
S1926,2,39.4,42.3,38.8,35.9,38.4,21,35.97,2.9,Slow Learner,Slow Learner
S1926,3,35,48.5,24.4,43.3,31.4,51.4,39,13.5,Slow Learner,Average Learner
S1926,4,72.3,64.4,50.6,49,50.9,56.3,57.25,-7.9,Average Learner,Average Learner
S1926,5,49.6,52.5,52.7,70.7,55,69.9,58.4,2.9,Average Learner,Average Learner
S1926,6,66.7,68,73,50.3,64.1,54.6,62.78,1.3,Average Learner,Average Learner
S1927,1,60.2,58.9,59.5,53.2,56.6,59.6,58,-1.3,Average Learner,Average Learner
S1927,2,51.5,60.8,68.5,69,71.6,57.3,63.12,9.3,Average Learner,Fast Learner
S1927,3,60,59.3,64.8,50.8,47.3,51.2,55.57,-0.7,Average Learner,Average Learner
S1927,4,92.4,85.4,75,90.5,91.5,92.8,87.93,-7,Fast Learner,Fast Learner
S1927,5,81,75.2,79.1,84.9,92.1,94.9,84.53,-5.8,Fast Learner,Fast Learner
S1927,6,89.5,75.9,88,70.1,75.2,76.9,79.27,-13.6,Fast Learner,Fast Learner
S1928,1,88.9,90.5,91,86.1,73.4,82.6,85.42,1.6,Fast Learner,Fast Learner
S1928,2,99.9,78.9,90,100,88.6,96,92.23,-21,Fast Learner,Fast Learner
S1928,3,65.5,66.4,53.9,53.3,55.1,54.3,58.08,0.9,Average Learner,Average Learner
S1928,4,59.6,58.7,50.6,64.5,65.1,50,58.08,-0.9,Average Learner,Average Learner
S1928,5,68.7,53.1,70.4,47.8,67.5,56,60.58,-15.6,Average Learner,Average Learner
S1928,6,73.3,67.7,67,66.6,71,53.2,66.47,-5.6,Average Learner,Average Learner
S1929,1,47.8,22,38.4,44.5,48,23.9,37.43,-25.8,Slow Learner,Slow Learner
S1929,2,40.6,50,40.3,26.4,25,31.1,35.57,9.4,Slow Learner,Average Learner
S1929,3,40.7,21.5,42.4,30,22.3,35.3,32.03,-19.2,Slow Learner,Slow Learner
S1929,4,23.5,36.5,49.3,36.7,24.4,50.3,36.78,13,Slow Learner,Average Learner
S1929,5,25.2,51.7,51.2,36.3,48.1,50,43.75,26.5,Slow Learner,Average Learner
S1929,6,21.7,48.5,27.9,33.5,40.9,23.6,32.68,26.8,Slow Learner,Average Learner
S1930,1,64,62.3,65.4,60.3,59.5,71.5,63.83,-1.7,Average Learner,Average Learner
S1930,2,45.8,42.7,35.4,22.7,49.7,38.9,39.2,-3.1,Slow Learner,Slow Learner
S1930,3,34.1,33,50.8,31.3,35.9,33.7,36.47,-1.1,Slow Learner,Slow Learner
S1930,4,58.4,61,71.2,68,66.2,65.8,65.1,2.6,Average Learner,Average Learner
S1930,5,49.5,32.7,24.6,49.4,27.2,33.7,36.18,-16.8,Slow Learner,Slow Learner
S1930,6,50.2,73.8,64.7,61.6,58.1,73.6,63.67,23.6,Average Learner,Fast Learner
S1931,1,99.4,78.5,83.6,73.5,78.4,82.8,82.7,-20.9,Fast Learner,Fast Learner
S1931,2,80.2,98.2,87.2,75.9,68.9,95.1,84.25,18,Fast Learner,Fast Learner
S1931,3,77.4,94.5,72.2,79.8,78.8,81.3,80.67,17.1,Fast Learner,Fast Learner
S1931,4,85.4,82.6,96.7,87.5,80,72,84.03,-2.8,Fast Learner,Fast Learner
S1931,5,73.3,81.6,84.6,93.3,82.1,92.1,84.5,8.3,Fast Learner,Fast Learner
S1931,6,96.2,82,83.3,95.1,72.8,76.8,84.37,-14.2,Fast Learner,Fast Learner
S1932,1,87.6,79.8,93.4,89.8,73.9,94.8,86.55,-7.8,Fast Learner,Fast Learner
S1932,2,90.5,75.1,86.3,77.8,83.5,86.2,83.23,-15.4,Fast Learner,Fast Learner
S1932,3,57.3,60.7,55.4,49.8,71.1,67.8,60.35,3.4,Average Learner,Average Learner
S1932,4,69.9,63.4,61.3,49.4,67.1,55.9,61.17,-6.5,Average Learner,Average Learner
S1932,5,54,65.1,70.2,70.1,71.8,70.7,66.98,11.1,Average Learner,Fast Learner
S1932,6,68.5,57.1,53,58.5,67.9,51.4,59.4,-11.4,Average Learner,Average Learner
S1933,1,73,82.8,82.2,90.7,84.2,93,84.32,9.8,Fast Learner,Fast Learner
S1933,2,99.2,91.4,97.8,70.3,99.1,71.8,88.27,-7.8,Fast Learner,Fast Learner
S1933,3,86.1,90,86.8,77.8,73.6,73.7,81.33,3.9,Fast Learner,Fast Learner
S1933,4,81.2,93.2,87.8,100,71.8,86.6,86.77,12,Fast Learner,Fast Learner
S1933,5,74.9,100,90.7,98.2,85.7,77.2,87.78,25.1,Fast Learner,Fast Learner
S1933,6,94.4,85.3,90.9,88.4,74.6,89.3,87.15,-9.1,Fast Learner,Fast Learner
S1934,1,82.3,84.3,84.2,70.1,95.4,81.3,82.93,2,Fast Learner,Fast Learner
S1934,2,73.2,99.2,96.3,92,70.5,97.3,88.08,26,Fast Learner,Fast Learner
S1934,3,99.4,72.4,78.4,69.3,85.8,93.1,83.07,-27,Fast Learner,Fast Learner
S1934,4,78.8,100,82.5,95.6,74.6,90.6,87.02,21.2,Fast Learner,Fast Learner
S1934,5,59.2,47.7,53.7,60.2,51.7,57,54.92,-11.5,Average Learner,Average Learner
S1934,6,59.4,50,62.4,49.2,56.4,50.2,54.6,-9.4,Average Learner,Average Learner
S1935,1,95.5,77.7,87.9,86.7,77.3,71.2,82.72,-17.8,Fast Learner,Fast Learner
S1935,2,62.3,59.9,69.3,65.2,49.8,59.2,60.95,-2.4,Average Learner,Average Learner
S1935,3,59.5,49.5,46.3,69.1,54.2,64.2,57.13,-10,Average Learner,Average Learner
S1935,4,70.3,58.3,59.2,50,50.9,71.9,60.1,-12,Average Learner,Average Learner
S1935,5,58.4,62.1,53.2,48.3,73.3,64.9,60.03,3.7,Average Learner,Average Learner
S1935,6,69.6,63.1,59.3,48.8,63.6,50.6,59.17,-6.5,Average Learner,Average Learner
S1936,1,53.4,59.9,52.9,71.5,49.8,68.4,59.32,6.5,Average Learner,Average Learner
S1936,2,83.6,91.7,80.5,81.1,81.5,80.3,83.12,8.1,Fast Learner,Fast Learner
S1936,3,64,71.4,61.6,63.5,60.9,66.8,64.7,7.4,Average Learner,Average Learner
S1936,4,34.6,33.8,39.5,40.2,42.7,38.1,38.15,-0.8,Slow Learner,Slow Learner
S1936,5,52.7,59.8,68.8,56.3,69.2,60.4,61.2,7.1,Average Learner,Average Learner
S1936,6,51,68.2,51.2,54.6,51.2,66.9,57.18,17.2,Average Learner,Fast Learner
S1937,1,94,70.3,70.5,76,77,75,77.13,-23.7,Fast Learner,Fast Learner
S1937,2,92.2,75,91.3,84.5,94.5,77.1,85.77,-17.2,Fast Learner,Fast Learner
S1937,3,83,80.4,77.1,76.6,96.5,95.1,84.78,-2.6,Fast Learner,Fast Learner
S1937,4,97.7,98.3,97.9,79.7,88.8,79.3,90.28,0.6,Fast Learner,Fast Learner
S1937,5,80.3,78,73,100,80.3,88.7,83.38,-2.3,Fast Learner,Fast Learner
S1937,6,76.9,85.2,80.5,85,81.3,75.1,80.67,8.3,Fast Learner,Fast Learner
S1938,1,67.4,57.4,49.6,66.8,58.8,62.9,60.48,-10,Average Learner,Average Learner
S1938,2,89.3,83.9,82.1,89.6,75.6,88.8,84.88,-5.4,Fast Learner,Fast Learner
S1938,3,95,92,77.4,96.5,91.5,81,88.9,-3,Fast Learner,Fast Learner
S1938,4,96.8,86.6,96.7,83,87.2,97.6,91.32,-10.2,Fast Learner,Fast Learner
S1938,5,93.3,95.4,94.3,72.9,93.5,95.8,90.87,2.1,Fast Learner,Fast Learner
S1938,6,81.6,72.9,81.2,96.6,87,100,86.55,-8.7,Fast Learner,Fast Learner
S1939,1,97.8,90.7,91.5,88.4,76.9,78.5,87.3,-7.1,Fast Learner,Fast Learner
S1939,2,62,53.8,46.2,58,50.9,51.5,53.73,-8.2,Average Learner,Average Learner
S1939,3,85.7,74.6,73.9,77.1,83.5,73,77.97,-11.1,Fast Learner,Fast Learner
S1939,4,93.6,86.9,94.7,91.6,85.3,83.5,89.27,-6.7,Fast Learner,Fast Learner
S1939,5,84.9,84.1,92.6,72.6,77.7,98.1,85,-0.8,Fast Learner,Fast Learner
S1939,6,96.2,99.7,97.9,73.4,79.7,87.6,89.08,3.5,Fast Learner,Fast Learner
S1940,1,76.4,94.6,71.5,75.2,93.4,70.4,80.25,18.2,Fast Learner,Fast Learner
S1940,2,91.6,88.5,73.7,96.1,81.2,92.7,87.3,-3.1,Fast Learner,Fast Learner
S1940,3,83.7,97.8,74.3,85.9,79.7,85.4,84.47,14.1,Fast Learner,Fast Learner
S1940,4,91.9,94.7,93.8,98.3,77.6,85.3,90.27,2.8,Fast Learner,Fast Learner
S1940,5,87.7,84,99.5,80.5,98.3,68.3,86.38,-3.7,Fast Learner,Fast Learner
S1940,6,93.8,95.8,92.7,73.6,93.8,99,91.45,2,Fast Learner,Fast Learner
S1941,1,41.9,33.8,26.2,22.5,33.4,48.2,34.33,-8.1,Slow Learner,Slow Learner
S1941,2,25.4,37.5,29.1,23.7,44.9,34.9,32.58,12.1,Slow Learner,Average Learner
S1941,3,49.5,52.7,36.9,37.2,38.6,48.1,43.83,3.2,Slow Learner,Slow Learner
S1941,4,31.3,41.1,46,30.5,40.4,32.9,37.03,9.8,Slow Learner,Average Learner
S1941,5,29.2,48.9,36.5,46,44.2,49.6,42.4,19.7,Slow Learner,Average Learner
S1941,6,42.9,40.6,47.3,47.1,29.9,32.3,40.02,-2.3,Slow Learner,Slow Learner
S1942,1,34.1,42.7,49.8,44.7,51.4,51.8,45.75,8.6,Slow Learner,Average Learner
S1942,2,19,45.3,46.6,32.7,23.1,23.2,31.65,26.3,Slow Learner,Average Learner
S1942,3,66.3,63.5,71.6,51.8,53.2,57.8,60.7,-2.8,Average Learner,Average Learner
S1942,4,57,63.5,52,60,52.8,64.4,58.28,6.5,Average Learner,Average Learner
